,Index,2023-02-02_Check,2023-02-02_filename,2023-02-02_Text,2023-02-02_Presence confirm,2023-02-19_Check,2023-02-19_filename,2023-02-19_Text,2023-02-19_Presence confirm
1049,1049,True,schwab_1049,Do not sell or share my personal information,Yes,True,schwab_1049,Do not sell or share my personal information,Yes
1050,1050,True,,,,True,,,
1051,1051,True,,,,True,,,
1052,1052,True,,,,True,,,
1053,1053,True,,,,True,,,
1054,1054,True,forbes_1054,Do not sell or share my personal information,Yes,True,,,
1055,1055,True,,,,True,,,
1056,1056,True,,,,True,,,
1057,1057,True,,,,True,,,
1058,1058,True,,,,True,,,
1059,1059,True,libertymutual_1059,Do not sell or share my personal information,Yes,True,libertymutual_1059,Do not sell or share my personal information,Yes
1060,1060,True,,,,True,,,
1061,1061,True,libertymutual_1061,Do not sell or share my personal information,Yes,True,libertymutual_1061,Do not sell or share my personal information,Yes
1062,1062,True,,,,True,,,
1063,1063,True,statefarm_1063,Do not sell or share my personal information(CA residents only),Yes,True,statefarm_1063,Do not sell or share my personal information(CA residents only),Yes
1064,1064,True,,,,True,,,
1065,1065,True,,,,True,,,
1066,1066,True,progressive_1066,Do not sell or share my personal information(CA residents only),Yes,True,progressive_1066,Do not sell or share my personal information(CA residents only),Yes
1067,1067,True,,,,True,,,
1068,1068,True,,,,True,,,
1069,1069,True,,,,True,,,
1070,1070,True,,,,True,,,
1071,1071,True,,,,True,,,
1072,1072,True,,,,True,,,
1073,1073,True,,,,True,,,
1074,1074,True,farmers_1074,Do not sell or share my personal information,Yes,True,farmers_1074,California residents: do not sell my info,Yes
1075,1075,True,,,,True,,,
1076,1076,True,,,,True,,,
1077,1077,True,org_1077,Do not sell my personal information,Yes,True,org_1077,Do not sell my personal information,Yes
1078,1078,True,,,,True,,,
1079,1079,True,,,,True,,,
1080,1080,True,,,,True,,,
1081,1081,True,,,,True,,,
1082,1082,True,,,,True,,,
1083,1083,True,,,,True,,,
1084,1084,True,niche_1084,Do not sell my personal information,Yes,True,niche_1084,Do not sell my personal information,Yes
1085,1085,True,,,,True,,,
1086,1086,True,salliemae_1086,Do not sell or share my personal information,Yes,True,salliemae_1086,Do not sell or share my personal information,Yes
1087,1087,True,,,,True,,,
1088,1088,True,,,,True,,,
1089,1089,True,allrecipes_1089,Do not sell my personal information,Yes,True,allrecipes_1089,Do not sell my personal information,Yes
