,filename,step1 present,Number translated,Text translated,Text,Text present,Manual check,Index
654,nfl_485,No,o / o,"do not sell]

o/o",,No,No,485
655,nflshop_490,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,490
656,niche_1084,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,1084
657,nih,No,o / o,"do not sell]

o/o",,No,No,nih
658,nike_684,No,o / o,"do not sell]

o/o",,No,No,684
659,nineweest_696,No,o / o,"do not sell]

o/o",,No,No,696
660,nissanusa_812,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,812
661,nj_45,No,o / o,"do not sell]

o/o",,No,No,45
662,noaa_423,No,o / o,"do not sell]

o/o",,No,No,423
663,nordstrom_360,No,o / o,"do not sell]

o/o",,No,cannot automate,360
664,nordstrom_363,No,o / o,"do not sell]

o/o",,No,cannot automate,363
665,nordstrom_683,No,o / o,"do not sell]

o/o",,No,cannot automate,683
666,norton_629,No,o / o,"do not sell]

o/o",,No,No,629
667,npr_976,No,o / o,"do not sell]

o/o",,No,No,976
668,nps_424,No,o / o,"do not sell]

o/o",,No,No,424
669,nutrisystem,No,o / o,"do not sell]

o/o",,No,No,nutrisystem
670,nvidia_616,No,o / o,"do not sell]

o/o",,No,No,616
671,nwf_437,No,o / o,"do not sell]

o/o",,No,No,437
672,nybooks_240,No,o / o,"do not sell]

o/o",,No,No,240
673,nydailynews_180,No,o / o,"do not sell]

o/o",,No,No,180
674,nypost_149,No,o / o,"do not sell]

o/o",,No,No,149
675,nytimes_159,No,o / o,"do not sell]

o/o",,No,No,159
676,nytimes_177,No,o / o,"do not sell]

o/o",,No,No,177
677,oakley_771,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,771
678,ocado_33,No,o / o,"do not sell]

o/o",,No,No,33
679,octopart_327,No,o / o,"do not sell]

o/o",,No,No,327
680,offers_303,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,303
681,officedepot_135,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,135
682,olivegarden_41,Yes,1,Do Not Sell Data Request| val,Do not sell my personal information,Yes,Do Not Sell Data Request,41
683,onetravel,No,o / o,"do not sell]

o/o",,No,No,onetravel
684,openculture_255,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,255
685,opendns_638,No,o / o,"do not sell]

o/o",,No,No,638
686,openlibrary_254,No,o / o,"do not sell]

o/o",,No,No,254
687,optumrx_83,No,o / o,"do not sell]

o/o",,No,No,83
688,oracle_656,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,656
689,orderup_23,No,o / o,"do not sell]

o/o",,No,No,23
690,oreilly_258,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,258
691,ornl_410,No,o / o,"do not sell]

o/o",,No,No,410
692,osha_448,No,o / o,"do not sell]

o/o",,No,No,448
693,overdrive_247,No,o / o,"do not sell]

o/o",,No,No,247
694,overstock_223,Yes,1,Do Not Sell My Information| val,Do not sell my personal information,Yes,Do Not Sell My Information,223
695,oyster,No,o / o,"do not sell]

o/o",,No,No,oyster
696,panasonic_596,Yes,1,Do Not Sell My Datal val,Do not sell my personal information,Yes,Do Not Sell My Datal,596
697,pandora_703,No,o / o,Do Not Sell My Personal information| 0/0,Do not sell my personal information,Yes,Do Not Sell My Personal information,703
698,pandora_974,No,o / o,Do Not Sell My Personal information| 0/0,Do not sell my personal information,Yes,Do Not Sell My Personal information,974
699,panerabread_42,No,o / o,"do not sell]

o/o",,No,No,42
700,papajohns_37,No,o / o,"do not sell]

o/o",,No,No,37
701,patreon_188,No,o / o,"do not sell]

o/o",,No,No,188
702,patreon_189,No,o / o,"do not sell]

o/o",,No,No,189
703,patriots_488,No,o / o,"do not sell]

o/o",,No,No,488
704,paulevansny_753,No,o / o,"do not sell]

o/o",,No,No,753
705,paulfredrick_747,No,o / o,"do not sell]

o/o",,No,No,747
706,payless_765,No,o / o,"do not sell]

o/o",,No,No,765
707,paypal_1051,No,o / o,"do not sell]

o/o",,No,No,1051
708,payscale_927,No,o / o,"do not sell]

o/o",,No,No,927
709,pcmag_668,No,o / o,nformation(Opens in anew window)| 0/0,Do not sell my personal information,Yes,Do Not Sell My Personal Information,668
710,pcpartpicker_621,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,621
711,pcworld_674,Yes,1,"do not sell]

""1",California residents: do not sell my info,No,California: do not sell my personal information,674
712,peopleperhour_903,No,o / o,"do not sell]

o/o",,No,No,903
713,perryellis_748,No,o / o,"do not sell]

o/o",,No,No,748
714,peta_212,No,o / o,"do not sell]

o/o",,No,No,212
715,petcarerx_199,No,o / o,"do not sell]

o/o",,No,No,199
716,petco_195,No,o / o,"do not sell]

o/o",Your Privacy Choices,No,Your Privacy Choices?,195
717,petco_206,No,o / o,"do not sell]

o/o",Your Privacy Choices,No,Your Privacy Choices?,206
718,petfinder_205,Yes,1,sHARE MY PERSONAL INFORMATION| 1/1,Do not sell or share my personal information,Yes,Do Not Sell or Share My Info,205
719,petmd_207,No,o / o,"do not sell]

o/o",,No,No,207
720,petsmart_194,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,194
721,petsmart_204,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,204
722,petsuppliesplus_200,No,o / o,"do not sell]

o/o",,No,No,200
723,pier1_109,No,o / o,"do not sell]

o/o",,No,No,109
724,pitchfork_981,No,o / o,"do not sell]

o/o",,No,No,981
725,pixabay_1006,No,o / o,"do not sell]

o/o",,No,No,1006
726,pizzahut_38,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,38
727,plos_401,No,o / o,"do not sell]

o/o",,No,No,401
728,pluralsight_952,No,o / o,"do not sell]

o/o",,No,No,952
729,pnc_1047,No,o / o,"do not sell]

o/o",,No,No,1047
730,politico_160,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,160
731,politifact_174,No,o / o,"do not sell]

o/o",,No,No,174
732,popularmechanics_447,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,447
733,porsche_821,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,821
734,postmates_21,Yes,1,iell or share my personal information| 1/1,Do not sell or share my personal information,Yes,Do Not Sell or Share My Info,21
735,potterybarn_107,No,o / o,"do not sell]

o/o",,No,No,107
736,prada_773,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Personal Information,773
737,prana_760,Yes,1,fornia Residents: Do Not Sell My Info| 1/1,California residents: do not sell my info,Yes,California residents: Do not sell my info,760
738,prezi_661,No,o / o,"do not sell]

o/o",,No,No,661
739,priceline,No,o / o,"do not sell]

o/o",,No,No,priceline
740,pro-football-reference_486,No,o / o,"do not sell]

o/o",,No,No,486
741,progressive_1066,No,o / o,"do not sell]

o/o",,No,No,1066
742,proquest_220,No,o / o,"do not sell]

o/o",,No,No,220
743,proquest_244,No,o / o,"do not sell]

o/o",,No,No,244
744,publishersweekly_238,Yes,1,Do Not Sell] val,Do not sell my personal information,Yes,Do Not Sell,238
745,puppies_213,No,o / o,"do not sell]

o/o",,No,No,213
746,purplemath_474,No,o / o,"do not sell]

o/o",,No,No,474
747,pursuitboats_835,Check,,"ot sell

o/o",,Yes,No,835
748,qatarairways_546,No,o / o,"do not sell]

o/o",,No,No,546
749,qiita_662,No,o / o,"do not sell]

o/o",,No,No,662
750,questdiagnostics,No,o / o,"do not sell]

o/o",,No,No,questdiagnostics
751,quikr_285,No,o / o,"do not sell]

o/o",,No,No,285
752,quizlet_877,No,o / o,"do not sell]

o/o",,No,No,877
753,racked_845,Yes,1,Do Not Sell My Personal Info| val,Do not sell my personal information,Yes,Do Not Sell My Personal Info,845
754,racked_876,Yes,1,Do Not Sell My Personal Info| val,Do not sell my personal information,Yes,Do Not Sell My Personal Info,876
755,rakuten_299,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,299
756,rakuten_316,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,316
757,ralphlauren_704,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,704
758,rapidtables_461,No,o / o,"do not sell]

o/o",,No,No,461
759,rare_147,No,o / o,"do not sell]

o/o",,No,No,147
760,rawstory_168,No,o / o,"do not sell]

o/o",,No,No,168
761,ray-ban_768,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,768
762,realgm_480,No,o / o,"do not sell]

o/o",,No,No,480
763,realgm_484,No,o / o,"do not sell]

o/o",,No,No,484
764,redbubble_97,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,97
765,refinery29_857,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,857
766,researchgate_882,No,o / o,"do not sell]

o/o",,No,No,882
767,retailmenot_296,Yes,1,Do Not Sell My Personal infomation] 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal information,296
768,reuters_1019,No,o / o,"do not sell]

o/o",,No,No,1019
769,revzilla_831,No,o / o,"do not sell]

o/o",,No,No,831
770,riteaid_80,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do Not Sell or Share My Info,80
771,rollingstone_162,No,o / o,"do not sell]

o/o",,No,No,162
772,rsc_419,No,o / o,"do not sell]

o/o",,No,No,419
773,runnersworld_492,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,492
774,runsignup_495,No,o / o,"do not sell]

o/o",,No,No,495
775,runtastic_494,No,o / o,"do not sell]

o/o",,No,No,494
776,rvtrader_805,No,o / o,"do not sell]

o/o",,No,robot check,805
777,rxlist_78,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,78
778,ryanair_541,No,o / o,"do not sell]

o/o",,No,No,541
779,saatchiart_104,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,104
780,safeway_26,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do not sell my personal information,26
781,safeway_4,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do not sell my personal information,4
782,saksfifthavenue_376,No,o / o,"do not sell]

o/o",,No,No,376
783,salary_926,No,o / o,"do not sell]

o/o",,No,No,926
784,salehoo_336,No,o / o,"do not sell]

o/o",,No,No,336
785,salliemae_1086,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,1086
786,sallybaking_3,No,o / o,"do not sell]

o/o",,No,No,3
787,salon_170,No,o / o,"do not sell]

o/o",,No,No,170
788,sammobile_682,No,o / o,"do not sell]

o/o",,No,No,682
789,samsung_597,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,597
790,saveur,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do not sell my personal information,saveur
791,sbnation_507,Yes,1,Do Not Sell My Personal Info| val,Do not sell my personal information,Yes,Do Not Sell My Personal Info,507
792,scarymommy_90,No,o / o,"do not sell]

o/o",,No,No,90
793,scholastic_235,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,235
794,schwab_1049,No,o / o,"do not sell]

o/o",,No,No,1049
795,scribd_224,Yes,1,iell or share my personal information| 1/1,Do not sell or share my personal information,Yes,Do Not Sell or Share My Info,224
796,seagate_624,No,o / o,"do not sell]

o/o",,No,No,624
797,seamless_19,Yes,1,Do Not Sell My Information| val,Do not sell my personal information,Yes,Do Not Sell My Information,19
798,sears_366,Yes,1,Do not sell my personal Information| 1/1,Do not sell my personal information,Yes,Do not sell my personal Information,366
799,seatgeek_997,No,o / o,"do not sell]

o/o",,No,No,997
800,secretsinlace_734,No,o / o,"do not sell]

o/o",,No,No,734
801,seekingalpha_1026,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,1026
802,seetickets_1004,No,o / o,"do not sell]

o/o",,No,No,1004
803,self_842,No,o / o,"do not sell]

o/o",,No,No,842
804,seoclerks_910,No,o / o,"do not sell]

o/o",,No,No,910
805,sephora_839,No,o / o,"do not sell]

o/o",,No,No,839
806,seriouseats_5,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,5
807,seventeen_869,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,869
808,shape_88,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,88
809,sharpusa_609,No,o / o,"do not sell]

o/o",,No,No,609
810,shmoop_884,No,o / o,"do not sell]

o/o",,No,No,884
811,shop_321,No,o / o,"do not sell]

o/o",,No,No,321
812,shopbop_741,No,o / o,"do not sell]

o/o",,No,No,741
813,shoplocal_318,No,o / o,"do not sell]

o/o",,No,No,318
814,shopping_323,No,o / o,"do not sell]

o/o",,No,No,323
815,shutterstock_1005,No,o / o,"do not sell]

o/o",,No,No,1005
816,si_502,No,o / o,"do not sell]

o/o",,No,No,502
817,sierraclub_436,No,o / o,"do not sell]

o/o",,No,No,436
818,skiddle_955,No,o / o,"do not sell]

o/o",,No,No,955
819,skihood_506,No,o / o,"do not sell]

o/o",,No,No,506
820,skinnyms_93,No,o / o,"do not sell]

o/o",,No,No,93
821,skyscanner,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,skyscanner
822,slate_161,No,o / o,"do not sell]

o/o",,No,No,161
823,sleepnumber_113,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,113
824,slickdeals_295,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,295
825,slickdeals_311,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,311
826,slickdeals_358,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,358
827,smartbuyglasses_777,No,o / o,"do not sell]

o/o",,No,No,777
828,smartprix_317,No,o / o,"do not sell]

o/o",,No,No,317
829,smugmug_532,No,o / o,"do not sell]

o/o",,No,No,532
830,snagajob_924,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,924
831,snapdeal_297,No,o / o,"do not sell]

o/o",,No,No,297
832,society6_99,No,o / o,"do not sell]

o/o",,No,No,99
833,softonic_651,No,o / o,"do not sell]

o/o",,No,No,651
834,solidworks_457,No,o / o,"do not sell]

o/o",,No,No,457
835,soma_726,Yes,1,"DO NOTSELL MY INFO| ""1",Do not sell my personal information,Yes,DO NOTSELL MY INFO,726
836,songkick_992,No,o / o,"do not sell]

o/o",,No,No,992
837,sophos_644,No,o / o,"do not sell]

o/o",,No,No,644
838,sorel_757,Yes,1,fornia Residents: Do Not Sell My Info| 1/1,California residents: do not sell my info,Yes,California residents: Do not sell my info,757
839,soundcloud_963,No,o / o,"do not sell]

o/o",,No,No,963
840,sourceforge_657,No,o / o,"do not sell]

o/o",,No,No,657
841,southernliving,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,southernliving
842,southwest_537,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,537
843,space_381,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info ,381
844,space_446,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,446
845,sparknotes_888,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,888
846,sparkpeople,No,o / o,"do not sell]

o/o",,No,No,sparkpeople
847,spirit_544,No,o / o,"do not sell]

o/o",,No,No,544
848,spotify_649,No,o / o,"do not sell]

o/o",,No,No,649
849,spotify_969,No,o / o,"do not sell]

o/o",,No,No,969
850,sprezzabox_754,No,o / o,"do not sell]

o/o",,No,No,754
851,springer_230,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Manage cookies/ Do not sell my personal information,230
852,squarespace_530,No,o / o,"do not sell]

o/o",,No,No,530
853,ssense_697,No,o / o,"do not sell]

o/o",,No,No,697
854,stackexchange_936,No,o / o,"do not sell]

o/o",,No,No,936
855,staples_136,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,136
856,starbucks_36,No,o / o,"do not sell]

o/o",,No,No,36
857,statefarm_1063,Check,2-Feb,onal Information (CA residents only)| 2/2,California residents: do not sell my info,Yes,Do not sell my personal information (CA residents only),1063
858,steamcommunity_655,No,o / o,"do not sell]

o/o",,No,No,655
859,strava_491,No,o / o,"do not sell]

o/o",,No,No,491
860,stubhub_990,No,o / o,"do not sell]

o/o",,No,No,990
861,studentaid_1083,No,o / o,"do not sell]

o/o",,No,No,1083
862,study_883,No,o / o,"do not sell]

o/o",,No,No,883
863,stylebistro_864,Yes,1,Do Not Sell My Personal Information| 1/1,California residents: do not sell my info,Yes,California notice: do not sell my personal information,864
864,stylecaster_871,Yes,1,"do not sell]

""1",,No,No,871
865,subaru_823,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,823
866,sulekha_286,No,o / o,"do not sell]

o/o",,No,No,286
867,sunglasshut_769,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,769
868,sunset,No,o / o,"do not sell]

o/o",,No,No,sunset
869,sunsigns_395,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,395
870,sunsky-online_341,No,o / o,"do not sell]

o/o",,No,No,341
871,superpages_276,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,276
872,swarovski_713,No,o / o,"do not sell]

o/o",,No,No,713
873,symbolab_476,No,o / o,"do not sell]

o/o",,No,No,476
874,tacobell_44,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,44
875,tada_309,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,309
876,tada_315,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,315
877,target_352,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,352
878,tarot_387,No,o / o,"do not sell]

o/o",,No,No,387
879,tasteofhome_11,No,o / o,Personal information CAResidents| 0/0,California residents: do not sell my info,Yes,Do not sell my personal information-CA residents,11
880,td_1050,No,o / o,"do not sell]

o/o",,No,No,1050
881,techadvisor_676,Yes,1,"do not sell]

""1",California residents: do not sell my info,No,California: do not sell my personal information,676
882,technologyreview_450,No,o / o,"do not sell]

o/o",,No,No,450
883,ted_887,No,o / o,"do not sell]

o/o",,No,No,887
884,teenvogue_870,No,o / o,"do not sell]

o/o",,No,No,870
885,telegram_663,No,o / o,"do not sell]

o/o",,No,No,663
886,telegraph_183,No,o / o,"do not sell]

o/o",,No,No,183
887,tenlinks_449,No,o / o,"do not sell]

o/o",,No,No,449
888,textbroker_916,No,o / o,"do not sell]

o/o",,No,No,916
889,theamericanconservative_144,No,o / o,"do not sell]

o/o",,No,No,144
890,theatermania_1002,No,o / o,"do not sell]

o/o",,No,No,1002
891,theatlantic_167,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,167
892,theblaze_150,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,150
893,thecarconnection_801,No,o / o,"do not sell]

o/o",,No,No,801
894,thecatside_217,No,o / o,"do not sell]

o/o",,No,No,217
895,thedailybeast_172,No,o / o,"do not sell]

o/o",,No,No,172
896,thedodo_218,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,218
897,thehill_141,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,141
898,thehill_179,Yes,1,TSELL MY PERSONAL INFORMATION| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,179
899,thekitchn_1,No,o / o,"do not sell]

o/o",EU and California Data subject request,No,EU and California Data subject request,1
900,thekrazycouponlady_301,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,301
901,thenorthface_707,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,707
902,thepioneerwoman_15,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,15
903,thetieebarr_743,No,o / o,"do not sell]

o/o",,No,No,743
904,theverge_666,Yes,1,DONOTSELL MY PERSONALINFO| 1/1,Do not sell my personal information,Yes,DONOTSELL MY PERSONALINFO,666
905,theweek_152,Yes,1,Do Not Sell My Information| val,Do not sell my personal information,Yes,Do Not Sell My Information,152
906,thinkprogress_176,No,o / o,"do not sell]

o/o",,No,No,176
907,thrillist_8,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,8
908,thumbtack_277,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,277
909,ticketcity_1001,No,o / o,"do not sell]

o/o",,No,No,1001
910,ticketmaster_987,Yes,1,Do Not Sell My Information| val,Do not sell my personal information,Yes,Do Not Sell My Information,987
911,ties_746,No,o / o,"do not sell]

o/o",,No,No,746
912,tiffany_719,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,719
913,tigerdirect_620,No,o / o,"do not sell]

o/o",,No,No,620
914,time_166,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,166
915,timeout,Yes,1,Do not sell my information| val,Do not sell my personal information,Yes,Do not sell my information,timeout
916,tomsguide_673,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,673
917,tomshardware,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,tomshardware
918,tomtop_332,No,o / o,"do not sell]

o/o",,No,No,332
919,topcoder_911,No,o / o,"do not sell]

o/o",,No,No,911
920,toptal_906,No,o / o,"do not sell]

o/o",,No,No,906
921,toptenreviews_677,Yes,1,Do not sell my info val,Do not sell my personal information,Yes,Do not sell my info,677
922,toryburch_710,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Personal Information,710
923,toryburch_848,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Personal Information,848
924,totalbeauty_853,No,o / o,"do not sell]

o/o",,No,No,853
925,totalicare_778,No,o / o,"do not sell]

o/o",,No,No,778
926,toyota_811,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,811
927,trashy_737,Yes,1,Do not sell my personal information| 1/1,Do not sell my personal information,Yes,Do not sell my personal information,737
928,travelandleisure,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,travelandleisure
929,travelchannel,Yes,1,"do not sell]

""1",Do not sell or share my personal information,No,Do not sell or share My Info,travelchannel
930,travelzoo,No,o / o,"do not sell]

o/o",,No,No,travelzoo
931,treehugger_116,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,116
932,treehugger_428,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,428
933,trendmicro_645,No,o / o,"do not sell]

o/o",,No,No,645
934,tripadvisor,No,o / o,"do not sell]

o/o",,No,No,tripadvisor
935,tripod_535,No,o / o,"do not sell]

o/o",,No,No,535
936,trivago,Yes,1,"do not sell]

""1",Do not sell my personal information,No,Do Not Sell My Information,trivago
937,trrustarc_632,Yes,1,3ell My Personal Information request] 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Info,632
938,truecar_798,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,798
939,trycaviar_24,Yes,1,My Personal Information (California) 1/1,California residents: do not sell my info,Yes,My Personal Information (California),24
940,tunein_984,No,o / o,"do not sell]

o/o",,No,No,984
941,turkishairlines,No,o / o,"do not sell]

o/o",,No,No,turkishairlines
942,tutorialspoint_881,No,o / o,"do not sell]

o/o",,No,No,881
943,tvc-mall_339,No,o / o,"do not sell]

o/o",,No,No,339
944,twitch_961,No,o / o,"do not sell]

o/o",,No,No,961
945,twitter_265,No,o / o,"do not sell]

o/o",,No,No,265
946,tympanus_954,No,o / o,"do not sell]

o/o",,No,No,954
947,ucoz_536,No,o / o,"do not sell]

o/o",,No,No,536
948,udacity_946,No,o / o,"do not sell]

o/o",,No,No,946
949,udemy_885,Yes,1,"do not sell]

""1",Do not sell or share my personal information,No,Do not sell or share My Info,885
950,udemy_939,Yes,1,"do not sell]

""1",Do not sell or share my personal information,No,Do not sell or share My Info,939
951,uhc_1073,No,o / o,"do not sell]

o/o",,No,No,1073
952,uline_138,No,o / o,"do not sell]

o/o",,No,No,138
953,ulta_838,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,838
954,underarmour_758,Yes,1,Do Not Sell My Personal Information| 1/1,Do not sell my personal information,Yes,Do Not Sell My Personal Information,758
955,united_539,No,o / o,"do not sell]

o/o",,No,No,539
956,universetoday_386,No,o / o,"do not sell]

o/o",,No,No,386
957,uptodown_652,No,o / o,"do not sell]

o/o",,No,No,652
958,urbanoutfitters_122,No,o / o,"do not sell]

o/o",,No,No,122
959,urbanoutfitters_694,No,o / o,"do not sell]

o/o",,No,No,694
960,usa_595,No,o / o,"do not sell]

o/o",,No,No,595
961,usaa_1043,No,o / o,"do not sell]

o/o",,No,No,1043
962,usaa_1062,No,o / o,"do not sell]

o/o",,No,No,1062
963,usajobs_931,No,o / o,"do not sell]

o/o",,No,No,931
964,usatoday_182,No,o / o,"do not sell]

o/o",,No,No,182
965,usbank_1045,No,o / o,"do not sell]

o/o",,No,No,1045
966,utorrent_650,No,o / o,"do not sell]

o/o",,No,No,650
967,valorebooks_262,No,o / o,"do not sell]

o/o",,No,No,262
968,vans_763,Yes,1,Do Not Sell My Info| val,Do not sell my personal information,Yes,Do Not Sell My Info,763
969,vansairforce_787,No,o / o,"do not sell]

o/o",,No,No,787
970,venus_723,Yes,1,\-DO NOTSELL MY PERSONAL INFO| 1/1,California residents: do not sell my info,Yes,California do not sell my information,723
971,vetstreet_210,No,o / o,"do not sell]

o/o",,No,No,210
972,victoriassecret_688,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,688
973,victoriassecret_721,Yes,1,ell or Share My Personal Information| 1/1,Do not sell or share my personal information,Yes,Do not sell or share My Info,721
